"Time","Self side","Rank1","Rank2","Opponent","Rank1","Rank2","Type","Size","Handicap","Result1","Result2","Result3"
2017/6/17 21:29,B,3k,-2,Problem30k,3k,-2,Ranked,19,0,B,1,Res.
2017/6/17 21:35,W,3k,-2,jwm,3k,-2,Ranked,19,0,B,0,Res.
2017/6/17 21:50,B,3k,-2,roy,3k,-2,Ranked,19,0,B,1,Time
2017/6/17 23:27,B,3k,-2,rupan5,3k,-2,Ranked,19,0,B,1,Res.
2017/6/18 2:55,W,3k,-2,Tekladista,3k,-2,Ranked,19,0,B,0,Res.
2017/6/18 3:20,B,3k,-2,LWOWO15,2k,-1,Ranked,19,0,B,1,Forf.
2017/6/18 17:56,W,3k,-2,hana16,3k,-2,Ranked,19,0,W,1,32.5
2017/6/19 0:38,W,3k,-2,kakegawa2,3k,-2,Ranked,19,0,W,1,9.5
2017/6/20 2:45,B,3k,-2,hahagood,3k,-2,Ranked,19,0,B,1,Res.
2017/6/20 18:49,W,3k,-2,maw,3k,-2,Ranked,19,0,W,1,30.5
2017/6/20 21:34,B,3k,-2,rgc,3k,-2,Ranked,19,0,W,0,Res.
2017/6/20 22:16,B,3k,-2,vl,3k,-2,Ranked,19,0,B,1,Res.
2017/6/21 2:11,B,3k,-2,a12451,3k,-2,Ranked,19,0,W,0,Res.
2017/6/21 2:31,B,3k,-2,MasaoSakai,3k,-2,Ranked,19,0,B,1,Time
2017/6/21 2:57,W,3k,-2,pszd3182,3k,-2,Ranked,19,0,B,0,Res.
2017/6/21 3:9,B,3k,-2,pszd3182,3k,-2,Ranked,19,0,W,0,Res.
2017/6/21 3:26,W,3k,-2,pichan00,3k,-2,Ranked,19,0,B,0,Res.
2017/6/21 4:6,W,3k,-2,pichan00,3k,-2,Ranked,19,0,B,0,Res.
2017/6/21 18:23,B,3k,-2,sdlx,3k,-2,Ranked,19,0,B,1,Res.
2017/6/21 19:33,W,3k,-2,Onlyforfun,3k,-2,Ranked,19,0,W,1,Res.
2017/6/21 21:50,W,3k,-2,axis31,3k,-2,Ranked,19,0,W,1,Time
2017/6/21 22:29,W,3k,-2,kanaialan,3k,-2,Ranked,19,0,W,1,Res.
2017/6/22 19:23,B,3k,-2,Genghis,2k,-1,Ranked,19,0,B,1,6.5
2017/6/23 2:1,B,3k,-2,panda2,3k,-2,Ranked,19,0,B,1,Res.
2017/6/24 1:40,W,3k,-2,cjp3,6k,-5,Ranked,19,3,W,1,44.5
2017/6/25 0:46,B,3k,-2,nishipapa,2k,-1,Ranked,19,0,W,0,Res.
2017/6/25 1:2,B,3k,-2,toku,1k,0,Ranked,19,2,B,1,Res.
2017/6/25 1:30,W,3k,-2,nbgogo,4k,-3,Ranked,19,0,B,0,0.5
2017/6/25 1:56,B,3k,-2,akka93,2k,-1,Ranked,19,0,W,0,Res.
2017/6/25 2:8,W,3k,-2,srotig,4k,-3,Ranked,19,0,W,1,Res.
2017/6/25 21:21,W,3k,-2,WPbaduk,5k,-4,Ranked,19,2,B,0,Res.
2017/6/25 21:38,W,3k,-2,holala,4k,-3,Ranked,19,0,B,0,Res.
2017/6/25 21:50,W,3k,-2,UserkaffeI,3k,-2,Ranked,19,0,W,1,8.5
2017/6/25 22:26,W,3k,-2,Behemoth,7k,-6,Ranked,19,4,B,0,Res.
2017/6/25 22:46,B,3k,-2,averroes,2k,-1,Ranked,19,0,W,0,Res.
2017/6/26 20:17,B,3k,-2,badstyle,1d,1,Ranked,19,3,W,0,Res.
2017/6/26 20:54,W,3k,-2,magludi,4k,-3,Ranked,19,0,B,0,Res.
2017/6/26 21:18,B,3k,-2,Tekladista,3k,-2,Ranked,19,0,B,1,Res.
2017/6/27 4:4,W,3k,-2,modigliani,4k,-3,Ranked,19,0,W,1,37.5
2017/6/27 4:26,W,3k,-2,yahhoi,4k,-3,Ranked,19,0,W,1,Res.
2017/6/27 19:46,W,3k,-2,cockroach,6k,-5,Ranked,19,3,W,1,43.5
2017/6/27 20:13,B,3k,-2,silvanov,1k,0,Ranked,19,2,B,1,28.5
2017/6/28 3:7,W,3k,-2,Balon7th,5k,-4,Ranked,19,2,B,0,Res.
2017/6/28 3:19,B,3k,-2,OneEyed,3k,-2,Ranked,19,0,B,1,Res.
2017/6/28 3:45,W,3k,-2,tosi7,3k,-2,Ranked,19,0,B,0,Res.
2017/6/28 4:19,B,3k,-2,murch,3k,-2,Ranked,19,0,B,1,Res.
2017/6/28 4:32,B,3k,-2,pogpi,3k,-2,Ranked,19,0,W,0,Res.
2017/6/28 5:0,B,3k,-2,jimny,2k,-1,Ranked,19,0,B,1,37.5
2017/6/29 0:26,W,3k,-2,tallawi,6k,-5,Ranked,19,3,W,1,Res.
2017/6/29 2:36,W,3k,-2,fuusann,6k,-5,Ranked,19,3,W,1,Res.
2017/6/29 20:52,B,3k,-2,choncho,1k,0,Ranked,19,2,B,1,17.5
2017/6/30 0:14,W,3k,-2,oniscoid,4k,-3,Ranked,19,0,B,0,Res.
2017/6/30 0:32,B,3k,-2,islad,1k,0,Ranked,19,2,W,0,Res.
2017/6/30 0:44,W,3k,-2,WPbaduk,5k,-4,Ranked,19,2,B,0,Res.
2017/7/19 1:13,B,3k,-2,albouen,2k,-1,Ranked,19,0,W,0,Res.
2017/7/19 1:27,W,3k,-2,ThiGar,4k,-3,Ranked,19,0,B,0,Res.
2017/7/20 0:18,W,3k,-2,nooby,3k,-2,Ranked,19,0,W,1,Res.
2017/7/21 2:9,W,3k,-2,motoken,3k,-2,Ranked,19,0,W,1,Forf.
2017/7/21 2:11,W,3k,-2,htparkk,5k,-4,Ranked,19,2,W,1,Res.
2017/7/23 0:53,B,3k,-2,sokoum,1d,1,Ranked,19,3,B,1,Time
2017/7/24 0:39,W,3k,-2,mtsky,5k,-4,Ranked,19,2,W,1,Res.
2017/7/24 20:28,B,3k,-2,Duke,2k,-1,Ranked,19,0,W,0,Res.
2017/7/24 21:16,B,3k,-2,Kujira1101,3k,-2,Ranked,19,0,B,1,Res.
2017/7/25 2:28,B,3k,-2,naga0258,3k,-2,Ranked,19,0,B,1,Res.
2017/7/26 1:6,B,3k,-2,taku,2k,-1,Ranked,19,0,B,1,Res.
2017/7/26 4:32,B,3k,-2,Montana,1k,0,Ranked,19,2,B,1,Forf.
2017/7/26 4:33,B,3k,-2,Montana,1k,0,Ranked,19,2,W,0,12.5
2017/7/26 5:7,B,3k,-2,lofuchi,3k,-2,Ranked,19,0,B,1,Res.
2017/7/26 19:5,B,3k,-2,lexansoft,2k,-1,Ranked,19,0,B,1,43.5
2017/7/27 2:58,W,3k,-2,Changum,4k,-3,Ranked,19,0,W,1,Res.
2017/7/27 20:59,W,3k,-2,livingsto,5k,-4,Ranked,19,2,W,1,22.5
2017/7/27 21:38,W,3k,-2,maw,3k,-2,Ranked,19,0,W,1,31.5
2017/7/28 0:45,W,2k,-1,rakuza,2k,-1,Ranked,19,0,W,1,8.5
2017/7/28 18:32,W,2k,-1,Cholgos,3k,-2,Ranked,19,0,B,0,Res.
2017/7/28 18:55,B,2k,-1,Bahamut,2k,-1,Ranked,19,0,W,0,Res.
2017/7/28 19:8,B,2k,-1,Bahamut,2k,-1,Ranked,19,0,B,1,Res.
2017/7/28 21:7,W,2k,-1,Yadert,5k,-4,Ranked,19,3,W,1,Res.
2017/7/28 23:0,B,2k,-1,wani,1k,0,Ranked,19,0,B,1,Time
2017/7/29 3:9,W,2k,-1,pszd3182,3k,-2,Ranked,19,0,W,1,Res.
2017/7/29 16:46,W,2k,-1,ozeromirei,2k,-1,Ranked,19,0,B,0,Res.
2017/7/29 17:11,W,2k,-1,ozeromirei,2k,-1,Ranked,19,0,W,1,51.5
2017/7/29 21:5,W,2k,-1,wsc,3k,-2,Ranked,19,0,B,0,Res.
2017/7/29 21:36,B,2k,-1,bepan2,2k,-1,Ranked,19,0,W,0,Res.
2017/7/29 22:0,W,2k,-1,mutton,3k,-2,Ranked,19,0,W,1,Res.
2017/7/30 4:16,B,2k,-1,rl94538,1k,0,Ranked,19,0,W,0,Res.
2017/7/30 4:23,B,2k,-1,T2KGS,1d,1,Ranked,19,2,W,0,Res.
2017/7/30 4:51,W,2k,-1,rliu505,4k,-3,Ranked,19,2,B,0,Res.
2017/7/30 5:14,W,2k,-1,Laedri,3k,-2,Ranked,19,0,B,0,Res.
2017/7/30 19:43,W,2k,-1,kakegawa,3k,-2,Ranked,19,0,W,1,12.5
2017/7/30 20:12,B,2k,-1,dukes,2k,-1,Ranked,19,0,B,1,Time
2017/7/31 1:18,B,2k,-1,ozeromirei,2k,-1,Ranked,19,0,W,0,7.5
2017/7/31 1:51,B,2k,-1,rakuza,2k,-1,Ranked,19,0,B,1,Res.
2017/7/31 5:50,W,2k,-1,rakuza,2k,-1,Ranked,19,0,W,1,23.5
2017/7/31 7:39,B,2k,-1,motoichi,1k,0,Ranked,19,0,W,0,Res.
2017/7/31 8:0,W,2k,-1,bergrem,6k,-5,Ranked,19,4,W,1,31.5
2017/7/31 9:52,W,2k,-1,xantia6,5k,-4,Ranked,19,3,W,1,Res.
2017/8/1 1:55,B,2k,-1,Crappy7k,2k,-1,Ranked,19,0,B,1,Res.
2017/8/1 1:55,W,2k,-1,hiranuma,3k,-2,Ranked,19,0,W,1,Res.
2017/8/1 3:11,B,2k,-1,matu22531,1k,0,Ranked,19,0,W,0,Res.
2017/8/1 3:41,W,2k,-1,house45854,5k,-4,Ranked,19,3,B,0,Res.
2017/8/1 3:58,W,2k,-1,Anselmo,2k,-1,Ranked,19,0,B,0,Res.
2017/8/1 4:26,B,2k,-1,fujitoyo,2k,-1,Ranked,19,0,B,1,7.5
2017/8/1 5:7,W,2k,-1,e0517,4k,-3,Ranked,19,2,B,0,Res.
2017/8/1 5:42,B,2k,-1,T2KGS,1d,1,Ranked,19,2,W,0,Res.
2017/8/1 6:8,W,2k,-1,qazxcvbnm,4k,-3,Ranked,19,2,W,1,7.5
2017/8/2 3:9,W,2k,-1,kakegawa,3k,-2,Ranked,19,0,B,0,Res.
2017/8/2 3:32,W,2k,-1,kitaichi,2k,-1,Ranked,19,0,B,0,Res.
2017/8/2 3:54,W,2k,-1,doublepass,6k,-5,Ranked,19,4,W,1,Res.
2017/8/2 4:5,W,2k,-1,Healing,4k,-3,Ranked,19,2,B,0,Res.
2017/8/2 22:35,W,2k,-1,Baekjae,2k,-1,Ranked,19,0,W,1,Res.
2017/8/5 6:34,B,2k,-1,konakona,2k,-1,Ranked,19,0,W,0,Res.
2017/8/5 6:55,W,2k,-1,konakona,2k,-1,Ranked,19,0,W,1,Res.
2017/8/6 6:32,B,2k,-1,rakuza,2k,-1,Ranked,19,0,B,1,11.5
2017/8/7 2:37,W,2k,-1,bridge9,4k,-3,Ranked,19,2,W,1,Res.
2017/8/8 2:11,W,2k,-1,okatch25,3k,-2,Ranked,19,0,W,1,Res.
2017/8/8 16:42,B,2k,-1,Vincha,1k,0,Ranked,19,0,W,0,Time
2017/8/8 17:10,B,2k,-1,alain212,2k,-1,Ranked,19,0,B,1,19.5
2017/8/8 19:37,W,2k,-1,omizu,4k,-3,Ranked,19,2,B,0,Res.
2017/8/8 19:53,B,2k,-1,Jano,1k,0,Ranked,19,0,B,1,4.5
2017/8/9 1:26,W,2k,-1,fujitoyo,2k,-1,Ranked,19,0,W,1,3.5
2017/8/10 2:24,W,2k,-1,htparkk,5k,-4,Ranked,19,3,B,0,Res.
2017/8/10 2:53,W,2k,-1,nishipapa,2k,-1,Ranked,19,0,B,0,Res.
2017/8/10 3:43,W,2k,-1,pionerchen,3k,-2,Ranked,19,0,W,1,Res.
2017/8/11 0:38,B,2k,-1,mistral,1k,0,Ranked,19,0,W,0,Res.
2017/8/11 1:10,B,2k,-1,apt,2k,-1,Ranked,19,0,B,1,Time
2017/8/13 3:45,W,2k,-1,vash101010,2k,-1,Ranked,19,0,B,0,Res.
2017/8/13 4:21,W,2k,-1,nihonngi39,5k,-4,Ranked,19,3,W,1,Time
2017/8/15 2:36,W,2k,-1,ami4,3k,-2,Ranked,19,0,W,1,47.5
2017/8/16 2:19,W,2k,-1,StarJapan,4k,-3,Ranked,19,2,W,1,Res.
2017/8/17 2:26,W,2k,-1,tiger2017,3k,-2,Ranked,19,0,W,1,Res.
2017/8/18 2:24,B,2k,-1,kleung,2k,-1,Ranked,19,0,B,1,21.5
2017/8/19 2:21,B,2k,-1,vechsenten,1d,1,Ranked,19,2,W,0,Res.
2017/8/19 16:58,B,2k,-1,IloveIgoSY,1k,0,Ranked,19,0,W,0,Res.
2017/8/19 17:57,W,2k,-1,Antarex,3k,-2,Ranked,19,0,B,0,Res.
2017/8/19 18:18,W,2k,-1,TauCeti,3k,-2,Ranked,19,0,B,0,Res.
2017/8/19 19:55,W,2k,-1,koxune,5k,-4,Ranked,19,3,B,0,Res.
2017/8/19 20:23,B,2k,-1,onoh,1k,0,Ranked,19,0,B,1,Res.
2017/8/20 5:40,B,2k,-1,killjoy,1k,0,Ranked,19,0,W,0,Res.
2017/8/20 17:58,W,2k,-1,meruki,2k,-1,Ranked,19,0,B,0,Res.
2017/8/21 2:21,W,2k,-1,rockoac,3k,-2,Ranked,19,0,B,0,Res.
2017/8/21 2:36,W,2k,-1,gisuke04,3k,-2,Ranked,19,0,W,1,Res.
2017/8/21 6:19,B,2k,-1,nakazu,1k,0,Ranked,19,0,W,0,Res.
2017/8/21 6:32,B,2k,-1,isaacwj,1k,0,Ranked,19,0,W,0,Res.
2017/8/23 1:26,W,2k,-1,amano46,5k,-4,Ranked,19,3,W,1,Res.
2017/8/24 4:8,W,2k,-1,UNIVER,3k,-2,Ranked,19,0,B,0,5.5
2017/8/25 2:38,B,2k,-1,Baekjae,2k,-1,Ranked,19,0,B,1,Time
2017/8/30 4:53,B,2k,-1,zen1d,1k,0,Ranked,19,0,W,0,Res.
2017/8/30 5:21,B,2k,-1,Montana,1k,0,Ranked,19,0,B,1,Res.
2017/8/31 3:59,B,2k,-1,ketyon,1d,1,Ranked,19,2,W,0,Res.
2017/8/31 4:33,W,2k,-1,qazxcvbnm,3k,-2,Ranked,19,0,W,1,Res.
2017/8/31 5:14,W,2k,-1,rwf531x,3k,-2,Ranked,19,0,W,1,Res.
2017/9/1 2:54,W,2k,-1,HedgePig,3k,-2,Ranked,19,0,W,1,Res.
2017/9/2 4:11,W,2k,-1,dosyaburi,4k,-3,Ranked,19,2,W,1,Res.
2017/9/3 0:40,B,2k,-1,kawa098,1d,1,Ranked,19,2,W,0,Res.
2017/9/3 2:4,B,2k,-1,Itarios,2k?,-1,Free,19,0,B,1,32.5
2017/9/3 5:42,B,2k,-1,fnakfnak,2k,-1,Ranked,19,0,B,1,2.5
2017/9/3 17:29,W,2k,-1,zwim,4k,-3,Ranked,19,2,W,1,Res.
2017/9/3 20:6,B,2k,-1,sdlx,2k,-1,Ranked,19,0,B,1,Res.
2017/9/4 0:3,W,2k,-1,Droid,5k,-4,Ranked,19,3,W,1,Res.
2017/9/4 4:47,B,2k,-1,kleung,2k,-1,Ranked,19,0,B,1,Res.
2017/9/5 2:24,B,2k,-1,crabjp,1k,0,Ranked,19,0,W,0,Res.
2017/9/5 2:41,W,2k,-1,underkey,3k,-2,Ranked,19,0,B,0,Res.
2017/9/5 2:48,W,2k,-1,modigliani,3k,-2,Ranked,19,0,W,1,Res.
2017/9/6 2:12,W,2k,-1,betaplay,2k,-1,Ranked,19,0,B,0,Res.
2017/9/6 2:22,W,2k,-1,houloulou,2k?,-1,Ranked,19,0,B,0,Res.
2017/9/6 2:41,B,2k,-1,csf3491,1k,0,Ranked,19,0,W,0,Res.
2017/9/6 2:55,W,2k,-1,tyousei,4k,-3,Ranked,19,2,B,0,Res.
2017/9/8 3:33,W,2k,-1,tosi7,3k,-2,Ranked,19,0,B,0,Res.
2017/9/8 3:57,W,2k,-1,tohu,4k,-3,Ranked,19,2,W,1,Res.
2017/9/8 16:52,W,2k,-1,Pamela,6k,-5,Ranked,19,4,B,0,Res.
2017/9/8 17:10,B,2k,-1,cuica,1k,0,Ranked,19,0,B,1,2.5
2017/9/8 19:3,W,2k,-1,shui48,4k,-3,Ranked,19,2,W,1,Res.
2017/9/9 3:55,W,2k,-1,hill1673,2k,-1,Ranked,19,0,W,1,11.5
2017/9/13 3:24,W,2k,-1,yunari,5k,-4,Ranked,19,3,W,1,Forf.
2017/9/13 3:24,W,2k,-1,goggog,3k,-2,Ranked,19,0,B,0,Res.
2017/9/13 3:47,B,2k,-1,geo55,1k,0,Ranked,19,0,W,0,Res.
2017/9/13 4:27,B,2k,-1,kisouma,2k,-1,Ranked,19,0,B,1,2.5
2017/9/14 3:43,W,2k,-1,scom50,5k,-4,Ranked,19,3,B,0,Res.
2017/9/14 3:59,W,2k,-1,sstryn,2k,-1,Ranked,19,0,B,0,Res.
2017/9/14 4:32,W,2k,-1,KimuraTetu,3k,-2,Ranked,19,0,B,0,5.5
2017/9/15 2:43,W,2k,-1,demo,4k,-3,Ranked,19,2,B,0,Res.
2017/9/15 3:11,W,2k,-1,ito,4k,-3,Ranked,19,2,W,1,Res.
2017/9/15 3:12,W,2k,-1,motoken,3k,-2,Ranked,19,0,B,0,Res.
2017/9/16 1:23,B,2k,-1,cola,2d,2,Ranked,19,3,W,0,Res.
2017/9/16 1:49,W,2k,-1,tawnymad,4k,-3,Ranked,19,2,W,1,Res.
2017/9/16 6:11,W,2k,-1,saburon,3k,-2,Ranked,19,0,B,0,Res.
2017/9/16 6:38,W,2k,-1,y0911,3k,-2,Ranked,19,0,B,0,Res.
2017/9/16 15:11,B,2k,-1,cbaobabh,2d?,2,Free,19,0,W,0,Time
2017/9/16 18:47,B,2k,-1,Bauer,1k,0,Ranked,19,0,W,0,Res.
2017/9/18 1:57,B,2k,-1,chakio2,2k,-1,Ranked,19,0,W,0,Res.
2017/9/18 2:49,B,2k,-1,TanusNakid,2k,-1,Free,19,0,B,1,Res.
2017/9/18 4:29,W,2k,-1,qazxcvbnm,3k,-2,Ranked,19,0,W,1,Res.
2017/9/19 3:43,W,2k,-1,hiro21121,2k,-1,Ranked,19,0,B,0,Res.
2017/9/20 19:59,W,2k,-1,mice,2k,-1,Ranked,19,0,B,0,Res.
2017/9/20 20:11,W,2k,-1,Silvana,3k,-2,Ranked,19,0,B,0,Res.
2017/9/20 20:18,W,2k,-1,yukigafuru,2k,-1,Ranked,19,0,B,0,Res.
2017/9/20 20:37,W,2k,-1,Sayn,4k,-3,Ranked,19,2,B,0,Res.
2017/9/20 20:58,W,2k,-1,maw,3k,-2,Ranked,19,0,B,0,Res.
2017/9/20 21:18,B,2k,-1,kanki,1d,1,Ranked,19,2,W,0,Res.
2017/9/28 0:45,B,2k,-1,qdan,2k,-1,Ranked,19,0,W,0,Res.
2017/9/28 1:43,W,2k,-1,igotonnbi,2k,-1,Ranked,19,0,B,0,Res.
2017/9/28 2:9,B,2k,-1,Abeto,2k?,-1,Free,19,0,W,0,Res.
2017/9/29 1:37,W,2k,-1,loicj,3k,-2,Ranked,19,0,B,0,Res.
2017/9/29 1:54,W,2k,-1,tankche,3k,-2,Ranked,19,0,W,1,27.5
2017/10/1 5:0,B,2k,-1,KYYD,1d,1,Ranked,19,2,W,0,Res.
2017/10/1 5:19,W,2k,-1,pichan00,2k,-1,Ranked,19,0,W,1,Res.
2017/10/1 18:44,W,2k,-1,white9,2k,-1,Ranked,19,0,B,0,Res.
2017/10/1 19:7,W,2k,-1,brogicus,3k,-2,Ranked,19,0,B,0,Res.
2017/10/1 19:13,W,2k,-1,Clocc,4k,-3,Ranked,19,2,W,1,Res.
2017/10/2 2:33,B,2k,-1,chunil,1k,0,Ranked,19,0,B,1,Res.
2017/10/3 2:16,W,2k,-1,TNMSI,3k,-2,Ranked,19,0,W,1,Res.
2017/10/4 1:43,B,2k,-1,katorea44,1k,0,Ranked,19,0,W,0,Res.
2017/10/4 2:24,W,2k,-1,apt,2k,-1,Ranked,19,0,B,0,Res.
2017/10/4 3:13,B,2k,-1,Linc,2k,-1,Ranked,19,0,W,0,Res.
2017/10/5 4:13,W,2k,-1,rinkuni,4k,-3,Ranked,19,2,W,1,Res.
2017/10/7 3:13,W,2k,-1,tomiichi,5k,-4,Ranked,19,3,W,1,Res.
2017/10/10 2:15,B,2k,-1,kleung,2k,-1,Ranked,19,0,B,1,42.5
2017/10/11 3:45,B,2k,-1,ketyon,1d,1,Ranked,19,2,W,0,Res.
2017/10/11 4:0,B,2k,-1,billbell,2k,-1,Ranked,19,0,W,0,Res.
2017/10/11 4:18,B,2k,-1,billbell,2k,-1,Ranked,19,0,W,0,17.5
2017/10/14 4:5,W,2k,-1,sdlx,3k,-2,Ranked,19,0,B,0,Res.
2017/10/14 4:18,B,2k,-1,tarosuke,3d,3,Ranked,19,4,W,0,0.5
2017/10/14 4:54,B,2k,-1,tarosuke,3d,3,Ranked,19,4,B,1,Res.
2017/10/14 18:1,B,2k,-1,voldemort,2k,-1,Ranked,19,0,W,0,Res.
2017/10/14 18:29,B,2k,-1,voldemort,2k,-1,Ranked,19,0,W,0,Res.
2017/10/14 19:4,W,2k,-1,shui48,4k,-3,Ranked,19,2,W,1,20.5
2017/10/15 18:34,W,2k,-1,white9,2k,-1,Ranked,19,0,B,0,Res.
2017/10/15 19:1,W,2k,-1,Kujira1101,2k,-1,Ranked,19,0,B,0,Res.
2017/10/15 19:5,W,2k,-1,zipper5,3k,-2,Ranked,19,0,B,0,0.5
2017/10/16 1:37,B,2k,-1,kanki,2d,2,Ranked,19,3,W,0,Res.
2017/10/16 4:58,W,3k,-2,lehaBay,4k,-3,Ranked,19,0,W,1,Res.
2017/10/20 4:28,B,2k,-1,twrn,2k,-1,Ranked,19,0,B,1,Res.
2017/10/21 2:0,W,2k,-1,harakaki,2k,-1,Ranked,19,0,W,1,25.5
2017/10/24 1:55,W,2k,-1,Snipe,2k,-1,Ranked,19,0,B,0,Res.
2017/10/24 2:3,B,2k,-1,Abeto,2k?,-1,Free,19,0,W,0,Res.
2017/10/25 3:29,W,2k,-1,awesome,3k,-2,Ranked,19,0,W,1,Res.
2017/10/26 4:0,W,2k,-1,maw,3k,-2,Ranked,19,0,W,1,47.5
2017/10/28 0:49,B,2k,-1,harakaki,2k,-1,Ranked,19,0,B,1,28.5
2017/10/29 1:55,B,2k,-1,key2k,1k,0,Ranked,19,0,B,1,6.5
2017/10/29 23:30,W,2k,-1,Actorios,3k,-2,Ranked,19,0,B,0,Res.
2017/10/29 23:53,W,2k,-1,nishipapa,2k,-1,Ranked,19,0,B,0,Res.
2017/10/30 0:2,W,2k,-1,Baekjae,2k,-1,Ranked,19,0,B,0,Res.
2017/10/30 0:20,W,2k,-1,sdlx,3k,-2,Ranked,19,0,B,0,Res.
2017/10/30 0:50,B,2k,-1,awaodori7,1k,0,Ranked,19,0,B,1,Res.
2017/10/31 1:38,B,2k,-1,Gofishing,1k,0,Ranked,19,0,W,0,Res.
2017/11/8 5:3,B,2k,-1,gtrabbit,2k,-1,Ranked,19,0,W,0,Res.
2017/11/8 5:30,B,2k,-1,ginre,2k,-1,Ranked,19,0,W,0,Res.
2017/11/10 1:28,W,2k,-1,maw,3k,-2,Ranked,19,0,W,1,6.5
2017/11/11 0:46,W,2k,-1,tsurusan,4k,-3,Ranked,19,2,B,0,Res.
2017/11/14 4:21,W,2k,-1,kgsigo,2k,-1,Ranked,19,0,W,1,Res.
2017/11/17 23:18,B,2k,-1,sayuri,2k,-1,Ranked,19,0,W,0,Res.
2017/11/17 23:53,W,2k,-1,maw,3k,-2,Ranked,19,0,B,0,Res.
2017/11/17 23:53,B,2k,-1,chongyu,2k,-1,Ranked,19,0,W,0,5.5
2017/11/18 5:4,B,3k,-2,ami4,3k,-2,Ranked,19,0,W,0,Res.
2017/11/18 5:8,W,3k,-2,BOTIBOTI,5k,-4,Ranked,19,2,W,1,6.5
2017/11/24 3:53,B,3k,-2,Cruciatus,2k,-1,Ranked,19,0,B,1,Res.
2017/11/25 2:7,B,3k,-2,kanaialan,3k,-2,Ranked,19,0,B,1,Res.
2017/11/25 18:12,B,2k,-1,harakaki,2k,-1,Ranked,19,0,W,0,Res.
2017/11/25 18:30,W,3k,-2,test1246,3k,-2,Ranked,19,0,W,1,Res.
2017/11/26 3:38,W,2k,-1,tsuburi,3k,-2,Ranked,19,0,B,0,Res.
2017/11/26 3:54,B,3k,-2,tadasi,3k,-2,Ranked,19,0,B,1,Res.
2017/11/26 4:27,B,3k,-2,tsuburi,3k,-2,Ranked,19,0,B,1,Res.
2017/11/26 20:46,W,2k,-1,kamkam,3k,-2,Ranked,19,0,B,0,Res.
2017/11/26 20:54,W,3k,-2,ee917,6k,-5,Ranked,19,3,W,1,Res.
2017/11/26 21:11,W,2k,-1,kanaialan,3k,-2,Ranked,19,0,W,1,Res.
2017/11/26 21:25,B,2k,-1,MrMTal,1k,0,Ranked,19,0,B,1,Res.
2017/11/27 2:3,W,2k,-1,panxiaobin,4k,-3,Ranked,19,2,W,1,Res.
2017/11/28 3:13,B,2k,-1,crabjp,1k,0,Ranked,19,0,W,0,Res.
2017/11/28 3:44,W,2k,-1,butman,3k,-2,Ranked,19,0,W,1,13.5
2017/11/30 3:0,B,2k,-1,hiro71,2k,-1,Ranked,19,0,W,0,Res.
2017/11/30 3:18,B,2k,-1,Kergan,2d,2,Ranked,19,3,W,0,Time
2017/11/30 3:48,W,2k,-1,KimuraTetu,3k,-2,Ranked,19,0,B,0,Res.
2017/12/1 4:13,B,2k,-1,hkkmomo,1d,1,Ranked,19,2,W,0,Res.
2017/12/1 4:21,B,3k,-2,masakiti,3k,-2,Ranked,19,0,B,1,Res.
2017/12/2 2:43,B,2k,-1,aqmen,1k,0,Ranked,19,0,W,0,Res.
2017/12/2 3:6,W,3k,-2,duty,5k,-4,Ranked,19,2,B,0,Res.
2017/12/2 3:7,B,3k,-2,cloudydays,3k,-2,Ranked,19,0,B,1,21.5
2017/12/4 6:13,B,3k,-2,pinpon7,2k,-1,Ranked,19,0,W,0,Res.
2017/12/4 6:44,B,3k,-2,hkkmomo,1d,1,Ranked,19,3,B,1,Res.
2017/12/5 4:44,B,3k,-2,ami4,3k,-2,Ranked,19,0,B,1,Res.
2017/12/6 4:0,B,3k,-2,nobu00,1k,0,Ranked,19,2,B,1,Res.
2017/12/8 19:46,B,3k,-2,Shiver,2k,-1,Ranked,19,0,W,0,Res.
2017/12/8 20:19,B,3k,-2,maw,3k,-2,Ranked,19,0,W,0,Res.
2017/12/8 20:39,B,3k,-2,muffins,2k,-1,Ranked,19,0,W,0,Res.
2017/12/8 20:58,W,3k,-2,Simba,4k,-3,Ranked,19,0,W,1,Res.
2017/12/9 3:51,B,3k,-2,hill1673,2k,-1,Ranked,19,0,B,1,12.5
2017/12/9 22:32,W,3k,-2,FIV,5k,-4,Ranked,19,2,W,1,Res.
2017/12/9 22:42,B,3k,-2,sdlx,3k,-2,Ranked,19,0,B,1,Res.
2017/12/10 1:4,W,3k,-2,asdasd,4k,-3,Ranked,19,0,B,0,11.5
2017/12/10 1:27,B,3k,-2,tosi7,3k,-2,Ranked,19,0,B,1,30.5
2017/12/10 19:3,W,3k,-2,petawawa7,4k,-3,Ranked,19,0,B,0,Res.
2017/12/10 19:28,B,3k,-2,dencarl,1k,0,Ranked,19,2,B,1,Res.
2017/12/10 19:55,W,3k,-2,kanaialan,3k,-2,Ranked,19,0,B,0,Res.
2017/12/10 20:42,W,3k,-2,bobdesign,4k,-3,Ranked,19,0,W,1,28.5
2017/12/11 1:55,W,3k,-2,jabez,4k,-3,Ranked,19,0,B,0,Res.
2017/12/11 2:12,W,3k,-2,e0517,4k,-3,Ranked,19,0,W,1,Res.
2017/12/11 2:36,B,3k,-2,echikita,1k,0,Ranked,19,2,B,1,Res.
